49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,C2,00,50,2D,00
49C,40,0E,0B,94,00,1F,2D,0B
49C,40,2B,28,C6,00,27,27,1A
49C,40,31,2E,C8,01,2A,27,25
49C,40,37,34,C4,86,2F,27,2D
49C,40,36,33,C1,8B,30,27,30
49C,40,35,32,BD,8E,31,25,2F
49C,40,31,2E,B8,8F,30,25,2A
49C,40,30,2D,B8,8F,30,25,29
49C,40,31,2E,BA,8F,30,26,2B
49C,40,30,2E,B7,91,31,26,2A
49C,40,2A,28,B5,91,2E,26,25
49C,40,26,23,C2,90,2C,26,23
49C,40,27,24,C1,90,2C,26,23
49C,40,27,24,BF,90,2C,26,24
49C,40,28,25,BF,90,2D,26,24
49C,40,27,24,BE,90,2C,26,24
49C,40,25,22,C2,90,2B,26,23
49C,40,23,20,C8,8F,28,26,23
49C,40,21,1E,CA,90,27,26,21
49C,40,20,1D,CA,90,26,26,1F
49C,40,20,1D,CA,90,26,26,1F
49C,40,20,1D,CA,90,26,26,1F
49C,40,20,1D,C9,90,26,25,1F
49C,40,20,1D,CA,90,26,25,1F
49C,40,21,1E,CA,90,27,25,20
49C,40,22,1F,CA,90,27,25,21
49C,40,24,21,C7,90,29,25,23
49C,40,25,22,C7,90,29,25,24
49C,40,26,23,C6,90,2A,25,25
49C,40,26,24,C5,90,2B,25,26
49C,40,27,24,C5,90,2B,25,26
49C,40,26,23,C5,90,2A,25,25
49C,40,26,23,C6,90,2A,25,25
49C,40,21,1E,C6,90,27,25,22
49C,40,07,07,C5,00,10,2A,0C
49C,40,07,07,C5,00,08,2A,03
49C,40,07,07,B2,00,50,2B,02
49C,40,0D,0A,B2,00,50,2B,00
49C,40,0D,0A,B2,00,50,2B,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,B2,00,50,2A,00
49C,40,0D,0A,9B,00,17,2A,0B
49C,40,2B,28,C8,00,26,26,1B
49C,40,2E,2B,C6,03,29,26,22
49C,40,39,36,C6,87,2F,26,31
49C,40,3C,39,C3,8B,31,25,37
49C,40,3E,3B,C0,8E,32,25,3A
49C,40,3F,3C,BF,8F,33,25,3D
49C,40,40,3D,C0,8F,34,25,40
49C,40,42,3F,C2,91,34,25,43
49C,40,3D,3B,C2,93,34,25,44
49C,40,41,3F,C1,93,34,25,45
49C,40,41,3F,C1,94,35,25,46
49C,40,40,3E,C2,95,35,25,47
49C,40,3B,38,C0,95,33,25,40
49C,40,3D,3A,BF,93,33,25,3D
49C,40,3E,3A,BF,93,33,24,3E
49C,40,3E,3B,C1,92,33,24,40
49C,40,3E,3B,C2,91,33,24,41
49C,40,40,3C,C1,91,34,24,42
49C,40,3E,3B,C2,92,33,24,41
49C,40,3E,3B,C2,92,33,24,42
49C,40,3E,3B,C0,93,34,24,42
49C,40,3B,38,C1,92,33,24,3E
49C,40,3D,3A,C0,91,33,24,3D
49C,40,3B,38,C1,91,32,24,3B
49C,40,3C,39,C0,90,32,24,3A
49C,40,3A,37,C1,8F,31,24,37
49C,40,3C,39,C1,8F,31,24,37
49C,40,3C,39,C1,8F,31,24,38
49C,40,3B,38,C0,8F,31,24,37
49C,40,31,2E,C1,90,2F,24,30
49C,40,35,32,BA,91,30,23,2C
49C,40,35,32,BE,90,30,23,2E
49C,40,35,32,BE,90,30,23,2E
49C,40,35,32,BD,90,30,23,2E
49C,40,35,32,BE,90,30,23,2E
49C,40,35,32,BE,90,30,23,2D
49C,40,35,32,BD,90,30,23,2E
49C,40,35,32,BE,8F,30,23,2E
49C,40,35,32,BE,8F,30,23,2E
49C,40,35,33,BF,8F,30,23,2E
49C,40,35,32,BF,8F,30,23,2F
49C,40,38,35,C0,8F,30,23,31
49C,40,39,36,C0,8F,30,23,33
49C,40,3A,37,C0,8F,31,23,34
49C,40,3A,37,C0,8F,31,23,35
49C,40,3A,37,C0,8F,31,23,34
49C,40,3B,38,C0,8F,31,23,36
49C,40,4E,49,C3,92,36,23,4A
49C,40,4B,48,C1,A2,38,23,58
49C,40,43,40,C4,A0,36,22,59
49C,40,47,43,CC,A0,35,22,57
49C,40,49,46,D6,A4,34,22,59
49C,40,4B,48,D3,A6,35,22,5D
49C,40,4C,49,CF,A7,36,22,61
49C,40,4D,4A,CE,A8,37,22,64
49C,40,5B,58,C7,A8,3A,22,6C
49C,40,4A,4B,C7,A7,37,21,69
49C,40,22,20,DF,98,1C,22,30
49C,40,11,0E,CC,91,0B,39,11
49C,40,0E,0B,C4,90,0B,2D,09
49C,40,0D,0A,C4,8F,0A,29,07
49C,40,0C,09,C4,8F,09,26,06
49C,40,0B,08,C4,8E,09,22,05
49C,40,0B,08,C4,8F,09,21,05
49C,40,0B,08,C9,8F,0A,21,05
49C,40,1B,13,CA,8F,18,21,05
49C,40,2A,27,C1,8D,28,21,1C
49C,40,31,2E,E9,94,28,21,23
49C,40,33,30,DF,9C,2A,21,27
49C,40,33,30,DD,A1,2B,21,28
49C,40,33,30,DA,A3,2C,21,29
49C,40,34,30,D9,A4,2C,20,2B
49C,40,33,30,D9,A5,2D,20,2B
49C,40,34,30,DA,A6,2D,20,2B
49C,40,33,30,DA,A6,2D,20,2B
49C,40,33,30,DA,A6,2D,20,2B
49C,40,33,30,D8,A7,2D,20,2B
49C,40,33,31,D9,A7,2D,20,2C
49C,40,35,32,DA,A7,2D,20,2F
49C,40,34,31,DA,A8,2D,20,30
49C,40,35,31,DB,A8,2D,1F,30
49C,40,35,32,DB,A8,2D,1F,31
49C,40,35,32,DB,A8,2D,1F,31
49C,40,36,33,DC,A8,2D,1F,33
49C,40,34,32,DC,A8,2D,1F,32
49C,40,35,32,DD,A8,2C,1F,30
49C,40,35,32,DB,A8,2D,1F,31
49C,40,35,32,DA,A8,2D,1E,31
49C,40,35,32,DC,A8,2D,1E,32
49C,40,30,2E,DE,A8,2A,1E,2D
49C,40,10,0F,C7,91,1A,22,14
49C,40,0A,07,C4,91,0B,20,07
49C,40,0A,07,C9,90,0A,20,05
49C,40,0A,07,C9,90,0A,20,05
49C,40,0A,07,C9,8F,0B,20,05
49C,40,0A,07,C8,8F,0B,20,05
49C,40,23,20,AC,8D,2A,20,0B
49C,40,2A,27,CC,8E,27,20,1E
49C,40,33,30,E6,99,2A,20,28
49C,40,34,31,DE,A0,2C,1F,2B
49C,40,33,30,DD,A5,2C,1F,2C
49C,40,33,30,DE,A7,2C,1F,2D
49C,40,33,30,DD,A7,2C,1F,2E
49C,40,33,30,DD,A7,2C,1F,2E
49C,40,36,33,DC,A7,2D,1F,30
49C,40,35,32,DC,A7,2D,1F,32
49C,40,36,33,DA,A8,2D,1F,32
49C,40,36,33,DD,A8,2D,1E,34
49C,40,37,34,DB,A8,2D,1E,34
49C,40,38,34,DE,A8,2D,1E,37
49C,40,38,35,DB,A8,2E,1E,37
49C,40,39,36,DC,A8,2E,1E,38
49C,40,3A,37,DB,A8,2E,1E,3A
49C,40,3C,38,DA,A8,2F,1D,3B
49C,40,3D,39,D9,A8,2F,1D,3D
49C,40,34,31,DC,A8,2C,1D,34
49C,40,2E,2B,E1,A9,29,1E,2A
49C,40,2D,2A,DF,A5,2A,20,23
49C,40,32,2F,DD,A3,2B,20,28
49C,40,32,2F,DD,A3,2B,1F,28
49C,40,32,2F,DD,A3,2B,1F,28
49C,40,33,2F,DC,A4,2B,1F,29
49C,40,33,31,DC,A6,2C,1F,2D
49C,40,33,30,DA,A7,2C,1F,2A
49C,40,33,31,DA,A7,2C,1F,2B
49C,40,33,30,DB,A7,2C,1E,2C
49C,40,33,30,DC,A7,2C,1E,2B
49C,40,32,2F,DA,A7,2C,1E,2C
49C,40,32,2F,DD,A7,2C,1E,2C
49C,40,32,2F,DE,A7,2C,1E,2C
49C,40,33,30,DD,A8,2C,1E,2C
49C,40,32,2F,DE,A8,2B,1E,2C
49C,40,33,30,DD,A8,2C,1E,2C
49C,40,34,31,DC,A8,2C,1E,2F
49C,40,34,31,DC,A7,2C,1E,30
49C,40,35,32,DD,A7,2C,1D,31
49C,40,35,32,DD,A7,2D,1D,32
49C,40,37,33,DE,A7,2C,1D,34
49C,40,39,35,DD,A7,2D,1D,37
49C,40,31,2F,DD,A8,2B,1D,33
49C,40,30,2C,E3,A8,2A,1D,29
49C,40,33,30,DD,A8,2C,1D,2B
49C,40,32,2F,DF,A8,2B,1D,2B
49C,40,32,2F,DF,A8,2B,1D,2B
49C,40,32,2F,E0,A8,2B,1D,2B
49C,40,32,2F,E0,A8,2B,1D,2B
49C,40,32,2F,E0,A8,2B,1D,2B
49C,40,32,2F,DF,A8,2B,1D,2C
49C,40,32,2F,DF,A8,2B,1C,2C
49C,40,32,2F,E0,A8,2B,1C,2B
49C,40,32,2F,DF,A8,2B,1C,2C
49C,40,32,2F,E0,A8,2B,1C,2B
49C,40,32,2F,E0,A8,2B,1C,2C
49C,40,34,31,DF,A8,2C,1C,2D
49C,40,36,33,DC,A7,2C,1B,33
49C,40,36,33,DD,A8,2C,1B,33
49C,40,36,33,DD,A7,2C,1B,34
49C,40,37,34,DD,A7,2C,1B,35
49C,40,38,35,DD,A7,2D,1B,37
49C,40,39,36,DD,A7,2D,1A,38
49C,40,3A,36,DD,A7,2D,1A,39
49C,40,3B,37,DB,A8,2E,1A,3A
49C,40,3C,39,DA,A8,2F,1A,3D
49C,40,3E,3A,DA,A8,2F,1A,3E
49C,40,3E,3A,DB,A8,2F,1A,3F
49C,40,3E,3A,DA,A8,2F,1A,40
49C,40,3A,37,DA,A8,2E,1A,39
49C,40,37,34,DC,A8,2D,1B,36
49C,40,37,34,DE,A8,2C,1B,34
49C,40,37,34,DD,A8,2C,1B,35
49C,40,36,33,DE,A8,2C,1B,33
49C,40,35,32,DD,A8,2C,1B,31
49C,40,35,32,DE,A8,2C,1B,31
49C,40,33,30,E0,A7,2B,1B,2E
49C,40,31,2E,E0,A7,2A,1B,2A
49C,40,32,2F,DF,A7,2B,1B,2A
49C,40,32,2F,DD,A6,2B,1B,29
49C,40,2F,2C,E1,A5,29,20,25
49C,40,2C,29,E6,A3,28,20,24
49C,40,2A,27,EC,A2,27,20,23
49C,40,12,10,C7,8F,1B,22,12
49C,40,0A,07,C4,8F,0B,20,07
49C,40,0A,07,C9,8E,0A,20,05
49C,40,0A,07,C9,8E,0B,20,05
49C,40,0A,07,C8,8D,0B,20,05
49C,40,0A,07,C7,8D,0B,20,05
49C,40,0A,07,C6,8E,0B,20,05
49C,40,0A,07,C4,8D,0B,20,05
49C,40,0A,07,C3,8E,0B,20,05
49C,40,0A,07,C4,8F,0B,20,05
49C,40,0A,07,C3,8F,0B,20,05
49C,40,0A,07,C2,90,0A,20,05
49C,40,0A,07,C3,90,0A,20,05
49C,40,0A,07,C4,90,0A,20,05
49C,40,0A,07,C3,90,0A,20,05
49C,40,0A,07,C3,90,0A,20,05
49C,40,0A,07,C3,90,0A,20,05
49C,40,0A,07,C7,81,0A,20,05
49C,40,03,03,B2,00,50,20,01
49C,40,03,03,B2,00,50,20,01
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,09,05,B2,00,50,1A,00
49C,40,20,1B,A3,01,23,20,0B
49C,40,0A,09,C8,01,10,20,0C
49C,40,0A,07,C4,05,0C,20,06
49C,40,03,03,C4,00,06,20,02
49C,40,03,03,B2,00,50,20,04
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
49C,40,0A,07,B2,00,50,20,00
